0.1,-5.06015,-4.88397,-0.460226,0.887802
0.2,-5.11818,-4.76654,-0.45452,0.890737
0.3,-5.17419,-4.6478,-0.437586,0.899177
0.4,-5.22824,-4.52781,-0.421303,0.90692
0.5,-5.28042,-4.40664,-0.405668,0.91402
0.6,-5.33063,-4.28478,-0.390668,0.920531
0.7,-5.37889,-4.16237,-0.376232,0.926525
0.8,-5.42532,-4.03946,-0.362346,0.932044
0.9,-5.46999,-3.91606,-0.349015,0.937117
1,-5.51299,-3.79219,-0.336229,0.94178
1.1,-5.55435,-3.66778,-0.323801,0.946125
1.2,-5.59402,-3.54263,-0.311072,0.950386
1.3,-5.63203,-3.41674,-0.297788,0.954632
1.4,-5.66846,-3.29045,-0.285072,0.958506
1.5,-5.70339,-3.16391,-0.273497,0.961873
1.6,-5.7368,-3.03712,-0.262302,0.964986
1.7,-5.76869,-2.91006,-0.251038,0.967977
1.8,-5.79909,-2.78271,-0.239714,0.970844
1.9,-5.82797,-2.65506,-0.228336,0.973582
2,-5.85536,-2.5271,-0.216914,0.976191
2.1,-5.88125,-2.3988,-0.205457,0.978666
2.2,-5.90551,-2.27038,-0.193751,0.981051
2.3,-5.9281,-2.1419,-0.181481,0.983395
2.4,-5.94902,-2.01334,-0.168997,0.985617
2.5,-5.96828,-1.88466,-0.156437,0.987688
2.6,-5.98588,-1.75585,-0.143817,0.989604
2.7,-6.00183,-1.62688,-0.131155,0.991362
2.8,-6.01612,-1.49773,-0.118471,0.992958
2.9,-6.02876,-1.36837,-0.105756,0.994392
3,-6.03911,-1.23914,-0.091458,0.995809
3.1,-6.0472,-1.10999,-0.0740697,0.997253
3.2,-6.05305,-0.980877,-0.0567487,0.998389
3.3,-6.05668,-0.851758,-0.0395227,0.999219
3.4,-6.05811,-0.722586,-0.022419,0.999749
3.5,-6.05736,-0.593314,-0.00546469,0.999985
3.6,-6.05446,-0.463892,0.0113139,0.999936
3.7,-6.04914,-0.334424,0.0286271,0.99959
